"G3B07","What does LUF stand for?","","The Lowest Usable Frequency for communications between two points","The Longest Universal Function for communications between two points","The Lowest Usable Frequency during a 24 hour period","The Longest Universal Function during a 24 hour period"
"G3B08","What does MUF stand for?","","The Maximum Usable Frequency for communications between two points","The Minimum Usable Frequency for communications between two points","The Minimum Usable Frequency during a 24 hour period","The Maximum Usable Frequency during a 24 hour period"
"G3B09","What is the approximate maximum distance along the Earth's surface that is normally covered in one hop using the F2 region?","","2,500 miles","180 miles","1,200 miles","12,000 miles"
"G3B10","What is the approximate maximum distance along the Earth's surface that is normally covered in one hop using the E region?","","1,200 miles ","180 miles ","2,500 miles ","12,000 miles "
"G3B11","What happens to HF propagation when the LUF exceeds the MUF?","","No HF radio frequency will support ordinary sky-wave communications over the path","HF communications over the path are enhanced","Double hop propagation along the path is more common","Propagation over the path on all HF frequencies is enhanced"
"G3B12","What factor or factors affect the MUF?","","All of these choices are correct","Path distance and location","Time of day and season","Solar radiation and ionospheric disturbances"
"G3C01","Which ionospheric layer is closest to the surface of the Earth?","","The D layer","The E layer","The F1 layer","The F2 layer"
"G3C02","Where on the Earth do ionospheric layers reach their maximum height?","","Where the Sun is overhead","Where the Sun is on the opposite side of the Earth","Where the Sun is rising ","Where the Sun has just set "
"G3C03","Why is the F2 region mainly responsible for the longest distance radio wave propagation?","","Because it is the highest ionospheric region","Because it is the densest ionospheric layer","Because it does not absorb radio waves as much as other ionospheric regions","All of these choices are correct"
"G3C04","What does the term "critical angle" mean as used in radio wave propagation?","","The highest takeoff angle that will return a radio wave to the Earth under specific ionospheric conditions ","The long path azimuth of a distant station","The short path azimuth of a distant station","The lowest takeoff angle that will return a radio wave to the Earth under specific ionospheric conditions"
"G3C05","Why is long distance communication on the 40-meter, 60-meter, 80-meter and 160-meter bands more difficult during the day?","","The D layer absorbs signals at these frequencies during daylight hours","The F layer absorbs signals at these frequencies during daylight hours","The F layer is unstable during daylight hours","The E layer is unstable during daylight hours"
"G3C06","What is a characteristic of HF scatter signals?","","They have a wavering sound","They have high intelligibility","They have very large swings in signal strength","All of these choices are correct"
"G3C07","What makes HF scatter signals often sound distorted?","","Energy is scattered into the skip zone through several different radio wave paths","The ionospheric layer involved is unstable","Ground waves are absorbing much of the signal","The E-region is not present"
"G3C08","Why are HF scatter signals in the skip zone usually weak?","","Only a small part of the signal energy is scattered into the skip zone","Signals are scattered from the magnetosphere which is not a good reflector","Propagation is through ground waves which absorb most of the signal energy","Propagations is through ducts in F region which absorb most of the energy"
"G3C09","What type of radio wave propagation allows a signal to be detected at a distance too far for ground wave propagation but too near for normal sky-wave propagation?","","Scatter","Faraday rotation","Sporadic-E skip","Short-path skip"
"G3C10","Which of the following might be an indication that signals heard on the HF bands are being received via scatter propagation?","","The signal is heard on a frequency above the Maximum Usable Frequency","The communication is during a sunspot maximum","The communication is during a sudden ionospheric disturbance","The signal is heard on a frequency below the Maximum Usable Frequency"
"G3C11","Which of the following antenna types will be most effective for skip communications on 40-meters during the day?","","A horizontal dipole placed between 1/8 and 1/4 wavelength above the ground","A vertical antenna","A left-hand circularly polarized antenna","A right-hand circularly polarized antenna"
"G3C12","Which ionospheric layer is the most absorbent of long skip signals during daylight hours on frequencies below 10 MHz?","","The D layer","The F2 layer","The F1 layer","The E layer"
"G3C13","What is Near Vertical Incidence Sky-wave (NVIS) propagation?","","Short distance MF or HF propagation using high elevation angles","Propagation near the MUF","Long path HF propagation at sunrise and sunset","Double hop propagation near the LUF "
"G4A01","What is the purpose of the "notch filter" found on many HF transceivers?","","To reduce interference from carriers in the receiver passband","To restrict the transmitter voice bandwidth","To eliminate receiver interference from impulse noise sources","To enhance the reception of a specific frequency on a crowded band"
"G4A02","What is one advantage of selecting the opposite or "reverse" sideband when receiving CW signals on a typical HF transceiver?","","It may be possible to reduce or eliminate interference from other signals","Interference from impulse noise will be eliminated","More stations can be accommodated within a given signal passband","Accidental out of band operation can be prevented"
"G4A03","What is normally meant by operating a transceiver in "split" mode?","","The transceiver is set to different transmit and receive frequencies","The radio is operating at half power","The transceiver is operating from an external power source","The transmitter is emitting an SSB signal, as opposed to DSB operation"
"G4A04","What reading on the plate current meter of a vacuum tube RF power amplifier indicates correct adjustment of the plate tuning control?","","A pronounced dip","A pronounced peak","No change will be observed","A slow, rhythmic oscillation"
"G4A05","What is a reason to use Automatic Level Control (ALC) with an RF power amplifier?","","To reduce distortion due to excessive drive","To balance the transmitter audio frequency response","To reduce harmonic radiation","To increase overall efficiency"
"G4A06","What type of device is often used to match transmitter output impedance to an impedance not equal to 50 ohms?","","Antenna coupler or antenna tuner","Balanced modulator","SWR Bridge","Q Multiplier"
"G4A07","What condition can lead to permanent damage to a solid-state RF power amplifier?","","Excessive drive power","Insufficient drive power","Low input SWR","Shorting the input signal to ground"
"G4A08","What is the correct adjustment for the load or coupling control of a vacuum tube RF power amplifier?","","Maximum power output without exceeding maximum allowable plate current","Minimum SWR on the antenna","Minimum plate current without exceeding maximum allowable grid current","Highest plate voltage while minimizing grid current"
"G4A09","Why is a time delay sometimes included in a transmitter keying circuit?","","To allow time for transmit-receive changeover operations to complete properly before RF output is allowed","To prevent stations from interfering with one another","To allow the transmitter power regulators to charge properly","To allow time for a warning signal to be sent to other stations"
"G4A10","What is the purpose of an electronic keyer?","","Automatic generation of strings of dots and dashes for CW operation ","Automatic transmit/receive switching","VOX operation","Computer interface for PSK and RTTY operation"
"G4A11","Which of the following is a use for the IF shift control on a receiver?","","To avoid interference from stations very close to the receive frequency","To change frequency rapidly","To permit listening on a different frequency from that on which you are transmitting","To tune in stations that are slightly off frequency without changing your transmit frequency"
"G4A12","Which of the following is a common use for the dual VFO feature on a transceiver? ","","To permit monitoring of two different frequencies","To allow transmitting on two frequencies at once","To permit full duplex operation, that is transmitting and receiving at the same time","To facilitate computer interface"
"G4A13","What is one reason to use the attenuator function that is present on many HF transceivers?","","To reduce signal overload due to strong incoming signals","To reduce the transmitter power when driving a linear amplifier","To reduce power consumption when operating from batteries","To slow down received CW signals for better copy"
"G4A14","What is likely to happen if a transceiver’s ALC system is not set properly when transmitting AFSK signals with the radio using single sideband mode?","","Improper action of ALC distorts the signal and can cause spurious emissions","ALC will invert the modulation of the AFSK mode","When using digital modes, too much ALC activity can cause the transmitter to overheat","All of these choices are correct"
"G4A15","Which of the following can be a symptom of transmitted RF being picked up by an audio cable carrying AFSK data signals between a computer and a transceiver?","","All of these choices are correct","The VOX circuit does not un-key the transmitter","The transmitter signal is distorted","Frequent connection timeouts"
"G4B01","What item of test equipment contains horizontal and vertical channel amplifiers?","","An oscilloscope","An ohmmeter","A signal generator","An ammeter"
"G4B02","Which of the following is an advantage of an oscilloscope versus a digital voltmeter?","","Complex waveforms can be measured","An oscilloscope uses less power","Complex impedances can be easily measured","Input impedance is much lower"
"G4B03","Which of the following is the best instrument to use when checking the keying waveform of a CW transmitter?","","An oscilloscope","A field strength meter","A sidetone monitor","A wavemeter"
"G4B04","What signal source is connected to the vertical input of an oscilloscope when checking the RF envelope pattern of a transmitted signal?","","The attenuated RF output of the transmitter","The local oscillator of the transmitter","An external RF oscillator","The transmitter balanced mixer output"
"G4B05","Why is high input impedance desirable for a voltmeter?","","It decreases the loading on circuits being measured","It improves the frequency response","It decreases battery consumption in the meter","It improves the resolution of the readings"
"G4B06","What is an advantage of a digital voltmeter as compared to an analog voltmeter?","","Better precision for most uses","Better for measuring computer circuits","Better for RF measurements","Faster response"
"G4B07","What signals are used to conduct a two-tone test?","","Two non-harmonically related audio signals","Two audio signals of the same frequency shifted 90 degrees","Two swept frequency tones","Two audio frequency range square wave signals of equal amplitude"
"G4B08","Which of the following instruments may be used to monitor relative RF output when making antenna and transmitter adjustments?","","A field strength meter","An antenna noise bridge","A multimeter","A Q meter"
"G4B09","Which of the following can be determined with a field strength meter?","","The radiation pattern of an antenna","The radiation resistance of an antenna","The presence and amount of phase distortion of a transmitter","The presence and amount of amplitude distortion of a transmitter"
"G4B10","Which of the following can be determined with a directional wattmeter?","","Standing wave ratio","Antenna front-to-back ratio","RF interference","Radio wave propagation"
"G4B11","Which of the following must be connected to an antenna analyzer when it is being used for SWR measurements?","","Antenna and feed line ","Receiver ","Transmitter ","All of these choices are correct "
"G4B12","What problem can occur when making measurements on an antenna system with an antenna analyzer? ","","Strong signals from nearby transmitters can affect the accuracy of measurements ","Permanent damage to the analyzer may occur if it is operated into a high SWR","The analyzer can be damaged if measurements outside the ham bands are attempted","Connecting the analyzer to an antenna can cause it to absorb harmonics"
"G4B13","What is a use for an antenna analyzer other than measuring the SWR of an antenna system? ","","Determining the impedance of an unknown or unmarked coaxial cable","Measuring the front to back ratio of an antenna","Measuring the turns ratio of a power transformer","Determining the gain of a directional antenna"
"G4B14","What is an instance in which the use of an instrument with analog readout may be preferred over an instrument with a digital readout?","","When adjusting tuned circuits","When testing logic circuits","When high precision is desired","When measuring the frequency of an oscillator"
"G4B15","What type of transmitter performance does a two-tone test analyze?","","Linearity ","Percentage of suppression of carrier and undesired sideband for SSB","Percentage of frequency modulation","Percentage of carrier phase shift"
"G4C01","Which of the following might be useful in reducing RF interference to audio frequency devices?","","Bypass capacitor","Bypass inductor","Forward-biased diode","Reverse-biased diode"
"G4C02","Which of the following could be a cause of interference covering a wide range of frequencies? ","","Arcing at a poor electrical connection ","Not using a balun or line isolator to feed balanced antennas ","Lack of rectification of the transmitter's signal in power conductors ","Using a balun to feed an unbalanced antenna"
"G4C03","What sound is heard from an audio device or telephone if there is interference from a nearby single sideband phone transmitter?","","Distorted speech","A steady hum whenever the transmitter is on the air","On-and-off humming or clicking","Clearly audible speech"
"G4C04","What is the effect on an audio device or telephone system if there is interference from a nearby CW transmitter?","","On-and-off humming or clicking","A CW signal at a nearly pure audio frequency","A chirpy CW signal","Severely distorted audio"
"G4C05","What might be the problem if you receive an RF burn when touching your equipment while transmitting on an HF band, assuming the equipment is connected to a ground rod?","","The ground wire has high impedance on that frequency","Flat braid rather than round wire has been used for the ground wire","Insulated wire has been used for the ground wire","The ground rod is resonant"
"G4C06","What effect can be caused by a resonant ground connection?","","High RF voltages on the enclosures of station equipment","Overheating of ground straps","Corrosion of the ground rod","A ground loop"
"G4C07","What is one good way to avoid unwanted effects of stray RF energy in an amateur station?","","Connect all equipment grounds together ","Install an RF filter in series with the ground wire","Use a ground loop for best conductivity ","Install a few ferrite beads on the ground wire where it connects to your station"
"G4C08","Which of the following would reduce RF interference caused by common-mode current on an audio cable?","","Placing a ferrite choke around the cable","Adding series capacitors to the conductors","Adding shunt inductors to the conductors","Adding an additional insulating jacket to the cable"
"G4C09","How can a ground loop be avoided?","","Connect all ground conductors to a single point","Connect all ground conductors in series","Connect the AC neutral conductor to the ground wire","Avoid using lock washers and star washers when making ground connections"
"G4C10","What could be a symptom of a ground loop somewhere in your station?","","You receive reports of "hum" on your station's transmitted signal","The SWR reading for one or more antennas is suddenly very high","An item of station equipment starts to draw excessive amounts of current","You receive reports of harmonic interference from your station"
"G4C11","Which of the following is a function of a digital signal processor?","","To remove noise from received signals","To provide adequate grounding","To increase antenna gain","To increase antenna bandwidth"
"G4C12","Which of the following is an advantage of a receiver DSP IF filter as compared to an analog filter? ","","A wide range of filter bandwidths and shapes can be created","Fewer digital components are required","Mixing products are greatly reduced","The DSP filter is much more effective at VHF frequencies"
"G4C13","Which of the following can perform automatic notching of interfering carriers?","","A Digital Signal Processor (DSP) filter","Bandpass tuning","Balanced mixing","A noise limiter"
"G4D01","What is the purpose of a speech processor as used in a modern transceiver?","","Increase the intelligibility of transmitted phone signals during poor conditions ","Increase transmitter bass response for more natural sounding SSB signals","Prevent distortion of voice signals","Decrease high-frequency voice output to prevent out of band operation"
"G4D02","Which of the following describes how a speech processor affects a transmitted single sideband phone signal?","","It increases average power","It increases peak power","It reduces harmonic distortion","It reduces intermodulation distortion"
"G4D03","Which of the following can be the result of an incorrectly adjusted speech processor?","","All of these choices are correct","Distorted speech","Splatter","Excessive background pickup"
"G4D04","What does an S meter measure?","","Received signal strength","Conductance","Impedance","Transmitter power output"
"G4D05","How does a signal that reads 20 dB over S9 compare to one that reads S9 on a receiver, assuming a properly calibrated S meter?","","It is 100 times more powerful","It is 10 times less powerful","It is 20 times less powerful","It is 20 times more powerful"
"G4D06","Where is an S meter found?","","In a receiver","In an SWR bridge","In a transmitter","In a conductance bridge"
"G4D07","How much must the power output of a transmitter be raised to change the","","Approximately 4 times","Approximately 1.5 times","Approximately 2 times","Approximately 8 times"
"G4D08","What frequency range is occupied by a 3 kHz LSB signal when the displayed carrier frequency is set to 7.178 MHz? ","","7.175 to 7.178 MHz","7.178 to 7.181 MHz","7.178 to 7.184 MHz","7.1765 to 7.1795 MHz"
"G4D09","What frequency range is occupied by a 3 kHz USB signal with the displayed carrier frequency set to 14.347 MHz?","","14.347 to 14.350 MHz","14.347 to 14.647 MHz","14.344 to 14.347 MHz","14.3455 to 14.3485 MHz"
"G4D10","How close to the lower edge of the 40-meter General Class phone segment should your displayed carrier frequency be when using 3 kHz wide LSB?","","At least 3 kHz above the edge of the segment","At least 3 kHz below the edge of the segment","Your displayed carrier frequency may be set at the edge of the segment","At least 1 kHz above the edge of the segment"
"G4D11","How close to the upper edge of the 20-meter General Class band should your displayed carrier frequency be when using 3 kHz wide USB? ","","At least 3 kHz below the edge of the band","At least 3 kHz above the edge of the band","Your displayed carrier frequency may be set at the edge of the band","At least 1 kHz below the edge of the segment "
"G4E01","What is the purpose of a capacitance hat on a mobile antenna?","","To electrically lengthen a physically short antenna","To increase the power handling capacity of a whip antenna","To allow automatic band changing ","To allow remote tuning "
"G4E02","What is the purpose of a corona ball on a HF mobile antenna?","","To reduce high voltage discharge from the tip of the antenna","To narrow the operating bandwidth of the antenna","To increase the "Q" of the antenna","To reduce the chance of damage if the antenna should strike an object"
"G4E03","Which of the following direct, fused power connections would be the best for a 100 watt HF mobile installation? ","","To the battery using heavy gauge wire ","To the alternator or generator using heavy gauge wire","To the battery using resistor wire ","To the alternator or generator using resistor wire"
"G4E04","Why is it best NOT to draw the DC power for a 100 watt HF transceiver from a vehicle’s auxiliary power socket?","","The socket's wiring may be inadequate for the current drawn by the transceiver","The socket is not wired with an RF-shielded power cable","The DC polarity of the socket is reversed from the polarity of modern HF transceivers","Drawing more than 50 watts from this socket could cause the engine to overheat"
"G4E05","Which of the following most limits the effectiveness of an HF mobile transceiver operating in the 75-meter band?","","The antenna system",""Picket Fencing" signal variation","The wire gauge of the DC power line to the transceiver","FCC rules limiting mobile output power on the 75-meter band"
"G4E06","What is one disadvantage of using a shortened mobile antenna as opposed to a full size antenna?","","Operating bandwidth may be very limited","Short antennas are more likely to cause distortion of transmitted signals","Short antennas can only receive circularly polarized signals","Harmonic radiation may increase"
"G4E07","Which of the following may cause interference to be heard in the receiver of an HF radio installed in a recent model vehicle?","","All of these choices are correct ","The battery charging system","The fuel delivery system ","The vehicle control computer "
"G4E08","What is the name of the process by which sunlight is changed directly into electricity?","","Photovoltaic conversion","Photon emission","Photosynthesis","Photon decomposition"
"G4E09","What is the approximate open-circuit voltage from a fully illuminated silicon photovoltaic cell?","","0.5 VDC","0.02 VDC","0.2 VDC","1.38 VDC"
"G4E10","What is the reason that a series diode is connected between a solar panel and a storage battery that is being charged by the panel?","","The diode prevents self-discharge of the battery though the panel during times of low or no illumination","The diode serves to regulate the charging voltage to prevent overcharge","The diode limits the current flowing from the panel to a safe value","The diode greatly increases the efficiency during times of high illumination"
"G4E11","Which of the following is a disadvantage of using wind as the primary source of power for an emergency station?","","A large energy storage system is needed to supply power when the wind is not blowing","The conversion efficiency from mechanical energy to electrical energy is less than 2 percent","The voltage and current ratings of such systems are not compatible with amateur equipment","All of these choices are correct"
"G5A01","What is impedance?","","The opposition to the flow of current in an AC circuit","The electric charge stored by a capacitor","The inverse of resistance","The force of repulsion between two similar electric fields"
"G5A02","What is reactance?","","Opposition to the flow of alternating current caused by capacitance or inductance","Opposition to the flow of direct current caused by resistance","A property of ideal resistors in AC circuits","A large spark produced at switch contacts when an inductor is "
"G5A03","Which of the following causes opposition to the flow of alternating current in an inductor?","","Reactance","Conductance","Reluctance","Admittance"
"G5A04","Which of the following causes opposition to the flow of alternating current in a capacitor?","","Reactance","Conductance","Reluctance","Admittance"
"G5A05","How does an inductor react to AC?","","As the frequency of the applied AC increases, the reactance increases","As the frequency of the applied AC increases, the reactance decreases","As the amplitude of the applied AC increases, the reactance increases","As the amplitude of the applied AC increases, the reactance decreases"
"G5A06","How does a capacitor react to AC?","","As the frequency of the applied AC increases, the reactance decreases","As the frequency of the applied AC increases, the reactance increases","As the amplitude of the applied AC increases, the reactance increases","As the amplitude of the applied AC increases, the reactance decreases"
"G5A07","What happens when the impedance of an electrical load is equal to the output impedance of a power source, assuming both impedances are resistive? ","","The source can deliver maximum power to the load","The source delivers minimum power to the load","The electrical load is shorted","No current can flow through the circuit"
"G5A08","Why is impedance matching important?","","So the source can deliver maximum power to the load","So the load will draw minimum power from the source","To ensure that there is less resistance than reactance in the circuit","To ensure that the resistance and reactance in the circuit are equal"
"G5A09","What unit is used to measure reactance?","","Ohm","Farad","Ampere","Siemens"
"G5A10","What unit is used to measure impedance?","","Ohm","Volt","Ampere","Watt"
"G5A11","Which of the following describes one method of impedance matching between two AC circuits?","","Insert an LC network between the two circuits","Reduce the power output of the first circuit","Increase the power output of the first circuit","Insert a circulator between the two circuits"
"G5A12","What is one reason to use an impedance matching transformer?","","To maximize the transfer of power","To minimize transmitter power output","To reduce power supply ripple","To minimize radiation resistance"
"G5A13","Which of the following devices can be used for impedance matching at radio frequencies?","","All of these choices are correct","A transformer","A Pi-network","A length of transmission line"
"G5B01","What dB change represents a two-times increase or decrease in power?","","Approximately 3 dB","Approximately 2 dB","Approximately 6 dB","Approximately 12 dB"
"G5B02","How does the total current relate to the individual currents in each branch of a purely resistive parallel circuit?","","It equals the sum of the currents through each branch ","It equals the average of each branch current","It decreases as more parallel branches are added to the circuit","It is the sum of the reciprocal of each individual voltage drop "
"G5B03","How many watts of electrical power are used if 400 VDC is supplied to an 800 ohm load?","","200 watts","0.5 watts","400 watts","3200 watts"
"G5B04","How many watts of electrical power are used by a 12 VDC light bulb that draws 0.2 amperes?","","2.4 watts","24 watts","6 watts","60 watts"
"G5B05","How many watts are dissipated when a current of 7.0 milliamperes flows through 1.25 kilohms resistance?","","Approximately 61 milliwatts","Approximately 61 watts","Approximately 11 milliwatts","Approximately 11 watts"
"G5B06","What is the output PEP from a transmitter if an oscilloscope measures 200 volts peak-to-peak across a 50 ohm dummy load connected to the transmitter output?","","100 watts","1.4 watts","353.5 watts","400 watts"
"G5B07","What value of an AC signal produces the same power dissipation in a resistor as a DC voltage of the same value? ","","The RMS value ","The peak-to-peak value ","The peak value ","The reciprocal of the RMS value"
"G5B07","What value of an AC signal produces the same power dissipation in a resistor as a DC voltage of the same value? ","","The RMS value ","The peak-to-peak value ","The peak value ","The reciprocal of the RMS value","84.8 volts ","169.7 volts ","240.0 volts","339.4 volts "
"G5B09","What is the RMS voltage of a sine wave with a value of 17 volts peak? ","","12 volts ","8.5 volts ","24 volts ","34 volts "
"G5B10","What percentage of power loss would result from a transmission line loss of 1 dB?","","20.5 percent","10.9 percent","12.2 percent","25.9 percent"
"G5B11","What is the ratio of peak envelope power to average power for an unmodulated carrier?","","1.00","0.707","1.414","2.00"
"G5B12","What would be the RMS voltage across a 50 ohm dummy load dissipating 1200 watts?","","245 volts","173 volts","346 volts","692 volts"
"G5B13","What is the output PEP of an unmodulated carrier if an average reading wattmeter connected to the transmitter output indicates 1060 watts?","","1060 watts","530 watts","1500 watts","2120 watts"
"G5B14","What is the output PEP from a transmitter if an oscilloscope measures 500 volts peak-to-peak across a 50 ohm resistive load connected to the transmitter output?","","625 watts","8.75 watts","2500 watts","5000 watts"
"G5C01","What causes a voltage to appear across the secondary winding of a transformer when an AC voltage source is connected across its primary winding?","","Mutual inductance","Capacitive coupling","Displacement current coupling","Mutual capacitance"
"G5C02","What happens if you reverse the primary and secondary windings of a 4:1 voltage step down transformer?","","The secondary voltage becomes 4 times the primary voltage","The transformer no longer functions as it is a unidirectional device","Additional resistance must be added in series with the primary to prevent overload","Additional resistance must be added in parallel with the secondary to prevent overload"
"G5C03","Which of the following components should be added to an existing resistor to increase the resistance?","","A resistor in series","A resistor in parallel","A capacitor in series","A capacitor in parallel"
"G5C04","What is the total resistance of three 100 ohm resistors in parallel?","","33.3 ohms","0.30 ohms","0.33 ohms","300 ohms"
"G5C05","If three equal value resistors in series produce 450 ohms, what is the value of each resistor?","","150 ohms","1500 ohms","90 ohms","175 ohms"
"G5C06","What is the RMS voltage across a 500-turn secondary winding in a transformer if the 2250-turn primary is connected to 120 VAC?","","26.7 volts","2370 volts","540 volts","5.9 volts"
"G5C07","What is the turns ratio of a transformer used to match an audio amplifier having 600 ohm output impedance to a speaker having 4 ohm impedance?","","12.2 to 1","24.4 to 1","150 to 1","300 to 1"
"G5C08","What is the equivalent capacitance of two 5.0 nanofarad capacitors and one 750 picofarad capacitor connected in parallel?","","10.750 nanofarads","576.9 nanofarads","1733 picofarads","3583 picofarads"
"G5C09","What is the capacitance of three 100 microfarad capacitors connected in series?","","33.3 microfarads","0.30 microfarads","0.33 microfarads","300 microfarads"
"G5C10","What is the inductance of three 10 millihenry inductors connected in parallel?","","3.3 millihenrys","0.30 henrys","3.3 henrys","30 millihenrys"
"G5C11","What is the inductance of a 20 millihenry inductor connected in series with a 50 millihenry inductor?","","70 millihenrys","0.07 millihenrys","14.3 millihenrys","1000 millihenrys"
"G5C12","What is the capacitance of a 20 microfarad capacitor connected in series with a 50 microfarad capacitor?","","14.3 microfarads","0.07 microfarads","70 microfarads","1000 microfarads"
"G5C13","Which of the following components should be added to a capacitor to increase the capacitance?","","A capacitor in parallel","An inductor in series ","A resistor in series","A capacitor in series"
"G5C14","Which of the following components should be added to an inductor to increase the inductance?","","An inductor in series","A capacitor in series","A resistor in parallel","An inductor in parallel"
"G5C15","What is the total resistance of a 10 ohm, a 20 ohm, and a 50 ohm resistor connected in parallel?","","5.9 ohms","0.17 ohms","10000 ohms","80 ohms"
"G5C16","Why is the conductor of the primary winding of many voltage step up transformers larger in diameter than the conductor of the secondary winding?","","To accommodate the higher current of the primary","To improve the coupling between the primary and secondary","To prevent parasitic oscillations due to resistive losses in the primary","To insure that the volume of the primary winding is equal to the volume of the secondary winding"
"G5C17","What is the value in nanofarads (nF) of a 22,000 pF capacitor?","","22 nF            ","0.22 nF          ","2.2 nF         ","220 nF        "
"G5C18","What is the value in microfarads of a 4700 nanofarad (nF) capacitor? ","","4.7 µF","47 µF","0.47 µF","47,000 µF "
"G6A01","What is the minimum allowable discharge voltage for maximum life of a standard 12 volt lead acid battery?","","10.5 volts","6 volts","8.5 volts","12 volts"
"G6A02","What is an advantage of the low internal resistance of nickel-cadmium batteries?","","High discharge current","Long life","High voltage","Rapid recharge"
"G6A03","What is the approximate junction threshold voltage of a germanium diode?","","0.3 volts","0.1 volt","0.7 volts","1.0 volts"
"G6A04","When is it acceptable to recharge a carbon-zinc primary cell?","","Never","As long as the voltage has not been allowed to drop below 1.0 volt","When the cell is kept warm during the recharging period","When a constant current charger is used"
"G6A05","What is the approximate junction threshold voltage of a conventional silicon diode?","","0.7 volts","0.1 volt","0.3 volts","1.0 volts"
"G6A06","Which of the following is an advantage of using a Schottky diode in an RF switching circuit rather than a standard silicon diode?","","Lower capacitance","Lower inductance","Longer switching times","Higher breakdown voltage"
"G6A07","What are the stable operating points for a bipolar transistor used as a switch in a logic circuit?","","Its saturation and cutoff regions","Its active region (between the cutoff and saturation regions)","Its peak and valley current points","Its enhancement and depletion modes"
"G6A08","Why must the cases of some large power transistors be insulated from ground?","","To avoid shorting the collector or drain voltage to ground","To increase the beta of the transistor","To improve the power dissipation capability","To reduce stray capacitance"
"G6A09","Which of the following describes the construction of a MOSFET?","","The gate is separated from the channel with a thin insulating layer","The gate is formed by a back-biased junction","The source is separated from the drain by a thin insulating layer","The source is formed by depositing metal on silicon"
"G6A10","Which element of a triode vacuum tube is used to regulate the flow of electrons between cathode and plate?","","Control grid","Heater","Screen Grid","Trigger electrode"
"G6A11","Which of the following solid state devices is most like a vacuum tube in its general operating characteristics?","","A field effect transistor","A bipolar transistor","A tunnel diode","A varistor"
"G6A12","What is the primary purpose of a screen grid in a vacuum tube?","","To reduce grid-to-plate capacitance","To increase efficiency","To increase the control grid resistance","To decrease plate resistance"
"G6A13","Why is the polarity of applied voltages important for polarized capacitors?","","All of these choices are correct ","Incorrect polarity can cause the capacitor to short-circuit","Reverse voltages can destroy the dielectric layer of an electrolytic capacitor","The capacitor could overheat and explode"
"G6A14","Which of the following is an advantage of ceramic capacitors as compared to other types of capacitors?","","Comparatively low cost","Tight tolerance","High stability","High capacitance for given volume"
"G6A14","Which of the following is an advantage of ceramic capacitors as compared to other types of capacitors?","","Comparatively low cost","Tight tolerance","High stability","High capacitance for given volume","Tight tolerance","Much less leakage than any other type","High capacitance for a given volume","Inexpensive RF capacitor"
"G6A16","What will happen to the resistance if the temperature of a resistor is increased?","","It will change depending on the resistor's temperature coefficient","It will change depending on the resistor’s reactance coefficient","It will stay the same","It will become time dependent"
"G6A17","Which of the following is a reason not to use wire-wound resistors in an RF circuit?","","The resistor's inductance could make circuit performance unpredictable","The resistor's tolerance value would not be adequate for such a circuit","The resistor could overheat","The resistor's internal capacitance would detune the circuit"
"G6A18","What is an advantage of using a ferrite core toroidal inductor?","","All of these choices are correct","Large values of inductance may be obtained","The magnetic properties of the core may be optimized for a specific range of frequencies","Most of the magnetic field is contained in the core"
"G6A19","How should the winding axes of two solenoid inductors be oriented to minimize their mutual inductance?","","At right angles to each other","In line","Parallel to each other","Interleaved"
"G6B01","Which of the following is an analog integrated circuit?","","Linear voltage regulator","NAND Gate","Microprocessor","Frequency Counter"
"G6B02","What is meant by the term MMIC?","","Monolithic Microwave Integrated Circuit","Multi Megabyte Integrated Circuit","Military Manufactured Integrated Circuit","Mode Modulated Integrated Circuit"
"G6B03","Which of the following is an advantage of CMOS integrated circuits compared to TTL integrated circuits?","","Low power consumption","High power handling capability","Better suited for RF amplification","Better suited for power supply regulation"
"G6B04","What is meant by the term ROM?","","Read Only Memory","Resistor Operated Memory","Random Operational Memory","Resistant to Overload Memory"
"G6B05","What is meant when memory is characterized as non-volatile?","","The stored information is maintained even if power is removed","It is resistant to radiation damage","It is resistant to high temperatures","The stored information cannot be changed once written"
"G6B06","What kind of device is an integrated circuit operational amplifier?","","Analog","Digital","MMIC","Programmable Logic"
"G6B07","Which of the following is an advantage of an LED indicator compared to an incandescent indicator?","","All of these choices are correct","Lower power consumption","Faster response time","Longer life"
"G6B08","How is an LED biased when emitting light?","","Forward Biased","Beyond cutoff","At the Zener voltage","Reverse Biased"
"G6B09","Which of the following is a characteristic of a liquid crystal display?","","It requires ambient or back lighting","It offers a wide dynamic range","It has a wide viewing angle","All of these choices are correct"
"G6B10","What two devices in an Amateur Radio station might be connected using a USB interface?","","Computer and transceiver","Microphone and transceiver","Amplifier and antenna ","Power supply and amplifier"
"G6B11","What is a microprocessor?","","A computer on a single integrated circuit","A low power analog signal processor used as a microwave detector","A microwave detector, amplifier, and local oscillator on a single integrated circuit","A low voltage amplifier used in a microwave transmitter modulator stage"
"G6B12","Which of the following connectors would be a good choice for a serial data port?","","DE-9","PL-259","Type N","Type SMA"
"G6B13","Which of these connector types is commonly used for RF connections at frequencies up to 150 MHz? ","","PL-259","Octal","RJ-11","DB-25 "
"G6B14","Which of these connector types is commonly used for audio signals in Amateur Radio stations? ","","RCA Phono","PL-259 ","BNC ","Type N "
